2040;id;scenario;sensetivity;H2_price_2030;H2_price_2040;H2_premium_2030;H2_FP_2030;H2_SP_2030;H2_RP_2030;PtH_PROD_base_2030;PtH_PROD_peak_2030;SMRCCS_PROD_2030;IMPORT_2030;PtH_CAP_base_2030;PtH_CAP_peak_2030;SMRCCS_CAP_2030;EOM_price_2030;EOM_price_2040;WIND_CAP_2030;SOLAR_CAP_2030;GAS_CAP_2030;COAL_CAP_2030;NUCL_CAP_2030;WIND_PROD_2030;SOLAR_PROD_2030;GAS_PROD_2030;COAL_PROD_2030;NUCL_PROD_2030;ETS_price_2030;ETS_price_2040;PS_emmisions;H2S_emissions;IND_emissions;cumulative_emissions;DIFF_PROD;TOT_PROD;H2_PROD;D_CUM;Increase_elek;H2_PROD_Twh;ERROR;residential_demand;Demand_2030;Difference;PtH_base_H;PtH_peak
REF;1;2;ref;2.56;2.556;0.000;0.000;0.000;2.701;9.544;8.912;0.524;16.023;61.612;87.570;3.500;99.358;99.358;1520.433;46.688;116.210;0.000;7.848;2655.207;775.034;137.861;0.000;54.403;280.884;280.884;4159.818;739.480;14365.095;19264.393;3622.505;3622.505;940.0671765;2682.438;0;0;0;0;0;0;5112;3358
CT;2;22;ref;2.56;2.559;0.000;0.000;0.000;2.704;9.563;8.899;0.486;16.051;61.824;87.512;3.250;99.319;99.319;-2.480;692.758;2.636;0.000;0.000;-3.010;2.946;0.700;0.000;-0.105;278.700;278.700;-16.232;-8.153;24.400;0.015;0.532;3623.037;940.3149526;2682.722;0.247776074;609.2740096;0.283993766;2682.722272;2490.450108;192.2721637;5105;3356
QT;3;76;ref;2.55;2.551;0.000;0.000;0.000;2.695;9.560;8.975;0.475;15.972;60.805;88.808;3.178;99.400;99.400;6.976;685.435;3.216;0.000;0.000;8.526;-2.576;-2.426;0.000;0.128;277.374;277.374;-29.281;-10.014;31.224;-8.070;3.652;3626.157;944.3516866;2681.805;4.284510102;611.6812017;-0.632826682;2681.805451;2490.450108;191.3553433;5189;3335
FP;4;176;ref;2.56;2.559;0.000;0.000;0.000;2.704;9.526;8.899;0.524;16.052;61.569;87.516;3.500;99.258;99.258;-4.011;692.581;1.400;0.000;0.000;-5.236;2.544;1.283;0.000;-0.107;278.555;278.555;-16.294;-9.603;25.860;-0.037;-1.515;3620.990;938.5022068;2682.488;-1.564969755;608.0087532;0.049543124;2682.487821;2490.450108;192.0377131;5106;3355
CfD;5;226;ref;2.56;2.559;0.000;0.000;0.000;2.704;9.533;8.889;0.524;16.054;61.653;87.499;3.500;99.257;99.257;-4.626;692.953;1.488;0.000;0.000;-5.865;2.866;1.534;0.000;-0.098;278.681;278.681;-14.922;-9.902;24.779;-0.044;-1.562;3620.943;938.3115355;2682.632;-1.755641088;607.9271646;0.193437088;2682.631715;2490.450108;192.181607;5102;3353
REF;15;1;cheap-PtH;2.28;2.282;0.000;0.000;0.000;2.408;13.199;7.390;0.906;13.505;89.152;77.458;6.610;103.229;103.229;1580.819;759.162;111.077;0.000;7.848;2721.846;819.769;116.533;0.000;52.906;402.044;402.044;3568.302;495.265;15202.078;19265.645;3711.055;3711.055;1028.690311;2682.364;88.6231345;679.440219;;2682.364235;2490.450108;191.9141274;4886;3148
CT;16;22;cheap-PtH;2.29;2.3;0.000;0.000;0.000;2.422;13.2;7.5;0.7;13.6;89.5;77.8;5.3;103.2;103.2;0.2;2.5;0.0;0.0;0.0;1.9;1.6;-0.2;0.0;-0.1;401.9;401.9;-14.099;7.646;6.432;0;3.2;3625.681;1031.883654;2593.798;91.81647762;681.236084;-88.64060355;2593.797674;2490.450108;103.3475664;4858;3168
QT;17;76;cheap-PtH;2.29;2.3;0.000;0.000;0.000;2.416;13.2;7.4;0.8;13.6;89.4;77.7;5.9;103.2;103.2;-1.0;2.2;0.1;0.0;0.0;0.4;0.7;0.2;0.0;0.0;401.0;401.0;-10.724;4.904;5.820;0;1.4;3623.871;1030.124532;2593.747;90.0573556;680.3659582;-88.69175206;2593.746526;2490.450108;103.2964179;4876;3145
FP;18;176;cheap-PtH;2.29;2.3;0.000;0.000;0.000;2.416;13.2;7.4;0.8;13.6;89.6;77.3;5.9;103.2;103.2;0.3;1.5;-1.0;0.0;0.0;2.9;-0.8;-0.2;0.0;-0.1;400.5;400.5;-10.295;5.416;4.774;0;1.8;3624.261;1030.508113;2593.752;90.44093649;680.5544885;-88.68578137;2593.752497;2490.450108;103.3023886;4863;3167
CfD;19;226;cheap-PtH;2.29;2.3;0.000;0.000;0.000;2.417;13.2;7.4;0.8;13.6;89.6;77.3;5.9;103.2;103.2;0.2;1.4;-1.0;0.0;0.0;2.9;-1.0;-0.2;0.0;-0.1;400.5;400.5;-10.265;5.434;4.722;0;1.7;3624.157;1030.408305;2593.749;90.34112861;680.4641166;-88.68954137;2593.748737;2490.450108;103.2986286;4862;3169
REF;21;1;expensive-PtH;2.55;2.6;0.000;0.000;0.000;2.668;2.5;15.1;1.7;15.7;13.6;118.2;11.3;104.4;104.4;1589.308;682.445;109.664;0.000;7.848;2722.262;741.717;117.595;0.000;50.055;409.4;409.4;3675.271;526.703;15064.046;19266;3631.6;3631.629;949.8475052;2681.781;9.780328694;581.8616485;;2681.781284;2490.450108;191.3311761;6141;4214
CT;22;22;expensive-PtH;2.57;2.6;0.000;0.000;0.000;2.701;2.9;14.8;1.3;16.1;15.6;116.2;8.5;104.4;104.4;-0.2;-0.3;0.1;0.0;0.0;0.4;-1.8;0.1;0.0;-0.1;408.4;408.4;-44.640;9.916;34.697;0;-1.3;3621.185;948.5190495;2672.666;8.451872968;582.7150203;-9.772609824;2672.665668;2490.450108;182.2155601;6093;4194
QT;23;76;expensive-PtH;2.57;2.6;0.000;0.000;0.000;2.699;2.7;14.9;1.3;16.0;14.8;117.0;8.6;104.3;104.3;-0.4;0.4;0.1;0.0;0.0;0.5;-1.2;0.1;0.0;-0.1;406.8;406.8;-43.140;11.988;30.988;0;-0.6;3621.897;949.2261216;2672.671;9.158945062;582.4940925;-9.767290173;2672.670988;2490.450108;182.2208798;6110;4202
FP;24;176;expensive-PtH;2.57;2.6;0.000;0.000;0.000;2.701;2.7;14.9;1.3;16.1;14.6;117.3;8.7;104.3;104.3;-2.3;1.2;0.2;0.0;0.0;-1.6;-0.6;0.7;0.0;0.0;406.2;406.2;-39.287;12.838;26.284;0;-1.5;3620.990;948.3137848;2672.676;8.246608301;581.6998008;-9.762400604;2672.675877;2490.450108;182.2257694;6107;4201
CfD;25;226;expensive-PtH;2.58;2.6;0.000;0.000;0.000;2.702;2.6;15.0;1.3;16.1;14.3;117.6;8.6;104.3;104.3;-2.4;1.3;0.2;0.0;0.0;-1.3;-0.7;0.7;0.0;0.0;406.1;406.1;-38.941;13.136;25.628;0;-1.3;3621.176;948.4998799;2672.676;8.432703339;581.5584322;-9.762441136;2672.675837;2490.450108;182.2257288;6114;4204
REF;29;1;high-natural-gas-price;2.37;2.4;0.000;0.000;0.000;2.493;9.2;11.1;0.0;14.6;53.2;102.3;0.0;106.1;106.1;1634.777;729.423;104.972;0.000;7.848;2788.022;789.333;102.740;0.000;49.973;386.9;386.9;3416.577;368.997;15479.803;19265;3730.1;3730.068;1048.247895;2681.820;108.1807183;672.5447646;;2681.820413;2490.450108;191.3703055;5739;3591
CT;30;22;high-natural-gas-price;2.37;2.4;0.000;0.000;0.000;2.494;9.3;11.1;0.0;14.6;53.3;102.7;0.0;106.0;106.0;-1.2;1.6;0.1;0.0;0.0;1.3;-0.6;0.3;0.0;0.1;386.7;386.7;-10.844;0.008;10.828;0;1.0;3623.534;1049.164004;2574.370;109.0968272;673.1275223;-108.0685202;2574.369758;2490.450108;83.91964972;5735;3581
QT;31;76;high-natural-gas-price;2.37;2.4;0.000;0.000;0.000;2.490;9.3;11.1;0.0;14.6;53.2;102.3;0.0;106.1;106.1;0.2;0.1;0.0;0.0;0.0;1.6;-1.4;0.0;0.0;0.0;386.6;386.6;-6.083;0.040;6.132;0;0.2;3622.671;1048.468451;2574.203;108.4012742;672.7149792;-108.2354198;2574.202858;2490.450108;83.75275017;5740;3590
FP;32;176;high-natural-gas-price;2.37;2.4;0.000;0.000;0.000;2.493;9.3;11.1;0.0;14.6;53.4;102.3;0.0;106.0;106.0;-0.3;0.7;0.0;0.0;0.0;2.6;-2.2;0.1;0.0;0.0;386.0;386.0;-4.024;0.152;3.883;0;0.4;3622.935;1048.719999;2574.215;108.6528228;672.97439;-108.2232016;2574.215076;2490.450108;83.7649684;5737;3585
CfD;33;226;high-natural-gas-price;2.37;2.4;0.000;0.000;0.000;2.495;9.3;11.1;0.0;14.6;53.4;102.3;0.0;106.0;106.0;-0.3;0.7;0.0;0.0;0.0;2.6;-2.3;0.0;0.0;0.0;386.0;386.0;-3.986;0.146;3.811;0;0.4;3622.869;1048.666523;2574.203;108.5993466;672.9365885;-108.2356225;2574.202655;2490.450108;83.75254749;5737;3585
REF;35;1;low-natural-gas-price;2.15;2.2;0.000;0.000;0.000;2.268;7.5;9.9;5.7;12.0;45.3;88.7;34.3;103.0;103.0;1554.193;656.231;114.303;0.000;7.848;2675.583;718.747;130.552;0.000;52.377;412.3;412.3;3752.733;587.424;14925.836;19266;3577.3;3577.260;895.4816997;2681.778;-44.58547687;572.4663573;;2681.778071;2490.450108;191.3279633;5435;3678
CT;36;22;low-natural-gas-price;2.17;2.2;0.000;0.000;0.000;2.281;7.3;10.1;5.5;12.1;44.6;89.7;33.3;102.9;102.9;-1.3;2.5;0.3;0.0;0.0;0.4;1.4;0.3;0.0;0.2;411.0;411.0;-42.560;-1.590;44.150;0;2.3;3624.788;897.5876606;2727.200;-42.479516;572.9958908;44.7621877;2727.200466;2490.450108;236.7503577;5401;3700
QT;37;76;low-natural-gas-price;2.19;2.2;0.000;0.000;0.000;2.307;7.6;9.8;5.2;12.3;46.5;89.3;30.9;102.8;102.8;-3.3;8.5;0.4;0.0;0.0;-2.8;7.7;0.6;0.0;0.5;409.0;409.0;-76.155;6.207;69.813;0;6.0;3628.523;901.4916577;2727.032;-38.57551882;576.8974372;44.59327514;2727.031553;2490.450108;236.5814451;5420;3637
FP;38;176;low-natural-gas-price;2.19;2.2;0.000;0.000;0.000;2.307;7.6;9.8;5.2;12.3;46.5;89.2;30.9;102.9;102.9;-2.8;8.1;0.4;0.0;0.0;-2.0;7.0;0.5;0.0;0.5;409.2;409.2;-77.677;5.997;71.578;0;6.0;3628.467;901.4305809;2727.037;-38.63659562;576.8544946;44.59848541;2727.036763;2490.450108;236.5866554;5422;3641
CfD;39;226;low-natural-gas-price;2.19;2.2;0.000;0.000;0.000;2.308;7.6;9.8;5.2;12.3;46.5;89.3;30.9;102.9;102.9;-3.3;8.3;0.5;0.0;0.0;-2.4;7.2;0.6;0.0;0.5;409.2;409.2;-77.608;6.057;71.421;0;5.9;3628.427;901.4013154;2727.026;-38.6658612;576.828922;44.58783116;2727.026109;2490.450108;236.5760011;5421;3638
REF;41;1;Cheap-RES;2.45;2.4;0.000;0.000;0.000;2.579;9.1;9.9;1.0;14.9;54.9;93.9;7.0;105.0;105.0;1585.166;705.079;110.841;0.000;7.848;2721.093;767.216;117.714;0.000;52.929;404.5;404.5;3597.298;509.610;15158.899;19266;3659.0;3658.952;977.2057325;2681.746;37.13855596;629.4075513;;2681.74638;2490.450108;191.2962726;5498;3491
CT;42;22;Cheap-RES;2.44;2.4;0.000;0.000;0.000;2.576;9.1;10.0;1.0;14.9;54.7;94.3;7.0;105.0;105.0;0.5;1.7;-0.1;0.0;0.0;2.5;-0.1;-0.2;0.0;0.0;404.2;404.2;-13.171;-0.693;13.818;0;2.1;3624.618;979.3221264;2645.296;39.25494984;630.635292;-37.14211887;2645.296159;2490.450108;154.8460511;5504;3493
QT;43;76;Cheap-RES;2.45;2.4;0.000;0.000;0.000;2.577;9.2;9.9;1.0;14.9;54.9;94.0;7.0;104.9;104.9;0.0;1.1;0.0;0.0;0.0;2.6;-1.6;0.0;0.0;0.0;403.1;403.1;-10.296;1.301;8.886;0;0.9;3623.420;978.1122337;2645.308;38.0450572;630.0035139;-37.13074695;2645.307531;2490.450108;154.857423;5499;3490
FP;44;176;Cheap-RES;2.45;2.4;0.000;0.000;0.000;2.578;9.2;9.9;1.0;14.9;55.0;94.0;7.0;104.9;104.9;0.0;0.6;0.0;0.0;0.0;3.3;-2.6;0.0;0.0;0.0;402.8;402.8;-9.885;1.833;7.879;0;0.8;3623.267;977.9640068;2645.303;37.8968302;629.9386076;-37.13539594;2645.302882;2490.450108;154.852774;5498;3486
CfD;45;226;Cheap-RES;2.45;2.4;0.000;0.000;0.000;2.578;9.2;9.9;1.0;14.9;55.0;94.0;7.0;104.9;104.9;-0.1;0.6;0.0;0.0;0.0;3.1;-2.6;0.0;0.0;0.0;402.7;402.7;-9.858;1.841;7.838;0;0.6;3623.095;977.7861382;2645.309;37.71896167;629.826581;-37.1292258;2645.309052;2490.450108;154.8589442;5497;3486
REF;47;1;expensive-RES;2.35;2.3;0.000;0.000;0.000;2.479;8.8;11.4;1.0;13.9;51.3;107.2;7.0;100.5;100.5;1592.498;759.662;109.539;0.000;7.848;2732.488;821.398;113.178;0.000;53.099;;404.1;3567.322;513.640;15184.842;19266;3720.2;3720.163;1038.006085;2682.157;97.93890864;664.0728187;;2682.156681;2490.450108;191.7065729;5636;3499
CT;48;22;expensive-RES;2.35;2.3;0.000;0.000;0.000;2.481;8.8;11.4;1.0;13.9;51.3;107.2;6.9;100.5;100.5;-0.4;0.0;0.1;0.0;0.0;2.7;-3.2;0.1;0.0;0.0;403.6;403.6;-12.491;0.042;12.365;0;-0.4;3622.087;1037.666335;2584.420;97.59915819;663.8998626;-98.01787297;2584.420405;2490.450108;93.970297;5634;3497
QT;49;76;expensive-RES;2.35;2.3;0.000;0.000;0.000;2.481;8.8;11.4;1.0;13.9;51.3;107.1;7.0;100.4;100.4;-0.6;-0.1;0.1;0.0;0.0;0.2;-1.3;0.2;0.0;0.0;402.9;402.9;-10.216;1.388;8.743;0;-0.9;3621.606;1037.237912;2584.368;97.17073577;663.6250262;-98.0700676;2584.36821;2490.450108;93.91810236;5633;3498
FP;50;176;expensive-RES;2.35;2.3;0.000;0.000;0.000;2.481;8.7;11.4;1.0;13.9;51.2;107.2;7.0;100.4;100.4;-0.5;-0.1;0.2;0.0;0.0;2.2;-3.1;0.2;0.0;0.0;402.2;402.2;-7.484;2.393;4.906;0;-0.8;3621.710;1037.362802;2584.347;97.29562586;663.6435556;-98.09104116;2584.347237;2490.450108;93.8971288;5635;3499
CfD;51;226;expensive-RES;2.35;2.3;0.000;0.000;0.000;2.480;8.7;11.4;1.0;13.9;51.2;107.2;7.0;100.5;100.5;-0.5;0.0;0.1;0.0;0.0;2.5;-3.3;0.1;0.0;0.0;402.3;402.3;-7.813;2.398;5.267;0;-0.7;3621.805;1037.4661;2584.339;97.39892394;663.7208663;-98.09913882;2584.339139;2490.450108;93.88903114;5635;3499
REF;53;1;cheap-import;2.31;2.3;0.000;0.000;0.000;2.439;7.7;10.9;0.5;16.0;45.2;97.7;3.5;104.1;104.1;1580.148;697.238;111.266;0.000;7.848;2710.767;759.983;119.623;0.000;52.279;;403.0;3655.674;438.414;15171.615;19266;3642.7;3642.652;960.8078957;2681.844;20.7407192;612.561095;;2681.843868;2490.450108;191.3937603;5590;3686
CT;54;22;cheap-import;2.31;2.3;0.000;0.000;0.000;2.440;7.6;10.9;0.5;16.0;45.1;97.7;3.5;104.0;104.0;-0.4;-0.3;0.0;0.0;0.0;2.0;-2.7;0.1;0.0;0.0;402.7;402.7;-14.502;-0.065;14.529;0;-0.5;3621.985;960.2029203;2661.782;20.13574379;612.1246988;-20.65599398;2661.782284;2490.450108;171.332176;5589;3686
QT;55;76;cheap-import;2.31;2.3;0.000;0.000;0.000;2.437;7.7;10.9;0.5;15.9;45.3;97.7;3.5;104.0;104.0;0.5;0.1;-0.1;0.0;0.0;2.9;-2.1;-0.2;0.0;0.0;401.4;401.4;-20.639;0.580;20.032;0;0.7;3623.226;961.507516;2661.718;21.44033948;613.1029732;-20.71992754;2661.71835;2490.450108;171.2682424;5591;3683
FP;56;176;cheap-import;2.31;2.3;0.000;0.000;0.000;2.435;7.7;10.9;0.5;15.9;45.3;97.6;3.5;104.0;104.0;1.8;-0.2;-0.2;0.0;0.0;4.9;-3.0;-0.5;0.0;-0.1;400.9;400.9;-19.345;0.874;18.368;0;1.3;3623.766;962.0439948;2661.722;21.97681822;613.4418944;-20.71641942;2661.721858;2490.450108;171.2717505;5595;3690
CfD;57;226;cheap-import;2.31;2.3;0.000;0.000;0.000;2.436;7.7;10.9;0.5;15.9;45.3;97.7;3.5;104.0;104.0;0.8;0.1;-0.1;0.0;0.0;4.0;-2.7;-0.3;0.0;0.0;401.0;401.0;-19.537;0.853;18.639;0;1.0;3623.501;961.7589874;2661.742;21.69181085;613.2535196;-20.69637742;2661.7419;2490.450108;171.2917925;5592;3684
REF;59;1;expensive-import;2.51;2.5;0.000;0.000;0.000;2.625;11.0;9.3;3.5;11.2;66.7;93.9;22.8;102.7;102.7;1592.211;750.452;109.892;0.000;7.848;2733.444;810.134;113.626;0.000;53.279;;406.8;3517.998;622.272;15125.810;19266;3710.5;3710.484;1028.540143;2681.944;88.47296671;668.9997867;;2681.943629;2490.450108;191.4935213;5443;3257
CT;60;22;expensive-import;2.53;2.5;0.000;0.000;0.000;2.650;11.1;9.3;3.2;11.5;67.0;94.1;20.8;102.6;102.6;1.7;0.8;-1.2;0.0;0.0;3.3;-0.1;-0.6;0.0;-0.2;406.5;406.5;-20.077;8.474;11.687;0;2.4;3624.902;1031.098978;2593.803;91.03180131;670.8124175;-88.63543274;2593.802845;2490.450108;103.3527372;5447;3248
QT;61;76;expensive-import;2.52;2.5;0.000;0.000;0.000;2.633;11.0;9.3;3.4;11.3;66.8;94.1;22.0;102.6;102.6;2.4;-0.1;-1.2;0.0;0.0;3.4;-0.1;-0.8;0.0;-0.3;405.2;405.2;-7.939;3.681;4.124;0;2.2;3624.663;1030.749343;2593.913;90.68216633;670.448781;-88.52506743;2593.91321;2490.450108;103.4631025;5451;3257
FP;62;176;expensive-import;2.52;2.5;0.000;0.000;0.000;2.634;11.1;9.2;3.4;11.3;67.1;93.6;22.0;102.7;102.7;0.2;0.1;0.1;0.0;0.0;1.9;-1.6;0.0;0.0;-0.1;404.6;404.6;-5.237;4.628;0.554;0;0.2;3622.727;1028.807913;2593.919;88.7407365;669.4597504;-88.51943359;2593.918844;2490.450108;103.4687364;5440;3249
CfD;63;226;expensive-import;2.52;2.5;0.000;0.000;0.000;2.634;11.1;9.2;3.4;11.3;67.1;93.6;22.0;102.7;102.7;0.3;0.0;0.1;0.0;0.0;2.5;-2.1;-0.1;0.0;-0.1;404.9;404.9;-7.067;4.243;2.857;0;0.2;3622.746;1028.834601;2593.912;88.7674244;669.4795252;-88.52661504;2593.911663;2490.450108;103.4615549;5440;3249
